Facility_Name,Address,Violation_Description,Grade,Longitude,Latitude
Greasebox,942 Stanford Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.27663955,37.84366025
El Mex-cal Taqueria,34169 Fremont Blvd,Demonstration of knowledge food manager certifica,Y,-122.04383468,37.5755551
A Taste Of Denmark,3401 Telegraph Ave,Thermometers provided and accurate,Y,-122.26674080000001,37.822923700000004
Wayne's Kitchen,3500 Bernal Ave #130,Equipment/Utensils - approved installed clean g,G,-121.85689541,37.66244082
Pocket Sushi,4747 Hopyard Rd E-5,Nonfood-contact surfaces clean,G,-121.90294882,37.68998784
Commonwealth Cafe & Public House,2882 Telegraph Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.26706938,37.81794753
Casa Orozco,7995 Amador Valley Blvd,Proper hot and cold holding temperatures,G,-121.93621823,37.70581016
Ross Dress For Less (store#1362),10700 Macarthur Blvd 2,Plumbing proper backflow devices,G,-122.15049269,37.74210884
Courtyard Oakland Airport,350 Hegenberger Rd,Adequate ventilation and lighting designated area,G,-122.19744341,37.735151200000004
New Thai Bistro,4301 Valley Ave D,Signs posted last inspection report available,Y,-121.87622014,37.67668587
Arco Ctttn,10600 Macarthur Blvd,Equipment/Utensils - approved installed clean g,G,-122.15197051,37.74291757
Dixons,8999 International Blvd,Adequate ventilation and lighting designated area,G,-122.17498497,37.749832299999994
Blaze Pizza,4247 Rosewood Dr 14,Food contact surfaces: clean and sanitized,G,-121.87356714,37.69840806
Food & Beverage,5696 Stoneridge Dr,Equipment/Utensils - approved installed clean g,G,-121.89123908,37.69223186
Lynn And Lu's Escapade,3353 Grand Ave,"Equipment, utensils and linens: storage and use",G,-122.24667216,37.81357061
Chianti's Restaurant,436 Main St,Signs posted last inspection report available,Y,-121.87622773,37.65977095
Gofresh,1987 Santa Rita Rd E,Thermometers provided and accurate,G,-121.87471950000001,37.67891295
Neuro Cafe,47900 Bayside Pkwy,Food contact surfaces: clean and sanitized,G,-121.93316407,37.47329561
Oakland Liquor Market,1335 E 17th St,Food properly labeled & honestly presented,G,-122.24393423,37.79140852
General Nutrition Center #616,4342 Las Positas Rd,Plumbing proper backflow devices,G,-121.74654362,37.70033227
Electric Safety Academy,7205 National Dr,"Equipment, utensils and linens: storage and use",G,-121.70695424,37.69997612
99 Ranch Market Deli #83,35219 Newark Blvd #b,"Warewashing facilities: installed, maintained, use",G,-122.04753164,37.54955558
Sujus Coffee & Tea,4949 Stevenson Blvd #b,Food contact surfaces: clean and sanitized,G,-121.98375391,37.5292088
Tea Heart Inc,2612 Livermore Outlets Dr 887,Food properly labeled & honestly presented,G,-121.84255982,37.69657669
Jack In The Box #476,4295 Valley Ave,Equipment/Utensils - approved installed clean g,G,-121.87502909,37.67699422
The Mojo Lounge,3714 Peralta Blvd,Adequate handwashing facilities supplied & accessi,G,-122.00523621,37.55877893
Bansal Portwood Shell,820 Portwood Ave,Premises personal/cleaning items vermin-proofing,G,-122.23342498,37.77556723
World Champion Smokehouse Take Out,679 98th Ave,Food properly labeled & honestly presented,G,-122.18289186,37.73675597
I Tea Pleasanton,915 Main St C,Food storage food storage containers identified,G,-121.87377967,37.665471200000006
Buffalo Wild Wings,43821 Pacific Commons Blvd,"Equipment, utensils and linens: storage and use",G,-121.96991429,37.50137352
A & G Market,1849 E 21st St,Food storage food storage containers identified,G,-122.23936772,37.79332813
Bar 510 Gate 30,1 Airport Dr,"Warewashing facilities: installed, maintained, use",G,-122.20122240000002,37.72288105
Applebee's,39139 Farwell Dr,Plan Review,G,-121.99867892,37.53214023
China Express Restaurant,4425 Foothill Blvd,Adequate handwashing facilities supplied & accessi,G,-122.21152474,37.77452807
Chipotle Mexican Grill (2544),3017 Broadway,"Floors, walls and ceilings: built, maintained, and",G,-122.26218103,37.81879354
Salt Craft,377 St Mary St,Demonstration of knowledge food manager certifica,Y,-121.87601274,37.66304137
India Chatkhara Restaurant,3395 Walnut Ave,"Floors, walls and ceilings: built, maintained, and",G,-121.979995,37.5491662
Santa Fe Market,7356 Thornton Ave,Food contact surfaces: clean and sanitized,G,-122.03788773,37.53016525
Cvs Pharmacy # 9099,4020 Fremont Blvd,Signs posted last inspection report available,G,-121.98833926,37.54860846
K Town Bbq,5890 Mowry School Rd,Food contact surfaces: clean and sanitized,G,-121.99306872,37.51941351
Jamba Juice #722,2035 Newpark Mall,Wiping cloths: properly used and stored,G,-122.00130246,37.52832632
The Bento House,801 Washington St,"Food in good condition, safe and unadulterated",R,-122.27508908,37.80098139
Samurai Sushi Boat,3336 Grand Ave,Wiping cloths: properly used and stored,G,-122.24698863,37.81298256
Jj Fish & Chicken,941 W Grand Ave,Proper hot and cold holding temperatures,G,-122.27948709,37.81464921
Saffron Persian Grill,5970 Mowry Ave #m,Adequate ventilation and lighting designated area,G,-122.00707659,37.52572074
Baja Fresh Mexican Grill,2298 Las Positas Rd #4,Plumbing proper backflow devices,G,-121.77123555,37.69804349
Comalapa Restaurant,1498 7th St #b,Impoundment,Y,-122.29591882,37.80556748
Peony Seafood Restaurant,388 9th St 288,Demonstration of knowledge food manager certifica,Y,-122.27145836,37.80016491
Peet's Coffee & Tea,2780 Mowry Ave,Adequate handwashing facilities supplied & accessi,G,-121.98614971,37.55130587
Santa Rita Chevron,1797 Santa Rita Rd,Wiping cloths: properly used and stored,G,-121.8742338,37.67633816
Starbucks,39201 Cedar Blvd,Garbage and refuse properly disposed facilities m,G,-122.00420136,37.52271746
Staybridge Suites Newark-fremont,6000 Newpark Mall Rd,"Warewashing facilities: installed, maintained, use",G,-121.99725754,37.52468289
Taps And Takeout,5736 Thornhill Dr 104,Demonstration of knowledge food manager certifica,R,-122.21311736,37.83386965
John's Charburgers,2617 Old First St,Proper hot and cold holding temperatures,G,-121.76466001,37.68449437
Bonchon Chicken,39770 Cedar Blvd,Nonfood-contact surfaces clean,G,-121.99606473,37.52090208
House Of Dignity,585 8th St,Wiping cloths: properly used and stored,G,-122.27663389,37.80131196
New Hop Lung,878 Webster St,Adequate handwashing facilities supplied & accessi,G,-122.27101667,37.79975348
Who's Tea,35284 Newark Blvd,Adequate handwashing facilities supplied & accessi,G,-122.04486969,37.54902408
Rigatoni's Restaurant,7350 Dublin Blvd,Plumbing proper backflow devices,G,-121.92588071,37.705254100000005
James And The Giant Cupcake,6326 San Pablo Ave,Garbage and refuse properly disposed facilities m,G,-122.28447782,37.84664353
Hawaiian Poke Dublin,3858 Fallon Rd,"Floors, walls and ceilings: built, maintained, and",G,-121.85165570000001,37.7050045
Poki Poke,34460 Fremont Blvd E,Premises personal/cleaning items vermin-proofing,G,-122.03859527,37.57509355
Isla Restaurant,5720 Mowry School Rd,"No rodents, insects, birds, or animals",Y,-121.99174199999999,37.52252466
Y2 Deli,46560 Fremont Blvd 101,"Approved thawing methods used, frozen food",Y,-121.93398788,37.46748218
Xian Kitchen,34137 Fremont Blvd,Demonstration of knowledge food manager certifica,G,-122.04023302,37.57469089
Jack In The Box #3419,6020 Industrial Way,"Toilet facilities: properly constructed, supplied,",G,-121.72031728,37.70548934
Tea Joy,4275 Rosewood Dr 20,Proper hot and cold holding temperatures,G,-121.87585203,37.69985895
Quizno's Automall,43937 Hugo Ter,Nonfood-contact surfaces clean,G,-121.94786841,37.51159101
Bowl,35201 Newark Blvd B,"Equipment, utensils and linens: storage and use",G,-122.04767466,37.54962539
Koreana Plaza Market,2370 Telegraph Ave,Food contact surfaces: clean and sanitized,G,-122.26808566,37.81359331
Cream Inc.,6300 College Ave 150,Food contact surfaces: clean and sanitized,G,-122.25235232,37.85037859
Jade Palace,36601 Newark Blvd,"Warewashing facilities: installed, maintained, use",G,-122.03315752,37.53889619
Chipotle Mexican Grill #1031,34883 Newark Blvd,Food properly labeled & honestly presented,G,-122.05162008,37.55154733
Bob's Discount Liquors #17,3968 Washington Blvd,Adequate ventilation and lighting designated area,G,-121.95825559,37.53199285
Sara Market,2876 Telegraph Ave,Food contact surfaces: clean and sanitized,G,-122.26706938,37.81794753
Big Brother's Chinese Restaurant,10800 Bancroft Ave,Adequate handwashing facilities supplied & accessi,G,-122.15589633,37.74020762
Pho 84,354 17th St,"Equipment, utensils and linens: storage and use",G,-122.2674906,37.80579134
Plenty Cafe,1825 San Pablo Ave 1a,Food contact surfaces: clean and sanitized,G,-122.27268558,37.80862263
Subway Stores #28652,2075 Newpark Mall,Signs posted last inspection report available,G,-122.00137312,37.52832027
Quickly,609 E 12th St,Equipment/Utensils - approved installed clean g,G,-122.25385989,37.79421688
Sno-crave Tea House,43773 Boscell Rd,Wiping cloths: properly used and stored,G,-121.98460608,37.51048478
Oori Rice Triangles,6000 College Ave,Equipment/Utensils - approved installed clean g,G,-122.25217516,37.84846044
Subway Sandwich & Salads #31901,1016 Stoneridge Mall Rd,Plan Review,G,-121.9286938,37.69625229
Full House Dumpling,6092 Stevenson Blvd,Equipment/Utensils - approved installed clean g,Y,-121.99010448,37.51836307
A Cote,5478 College Ave,Food contact surfaces: clean and sanitized,G,-122.25121932,37.84208582
Livermore Casino,3571 First St,"Equipment, utensils and linens: storage and use",G,-121.75792833,37.68808618
Blind Tiger,2600 Telegraph Ave,Wiping cloths: properly used and stored,R,-122.26800517,37.81578907
Pizza Guys-172,3522 Foothill Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.2187956,37.78123204
Basil Pizzeria,300 13th St,Proper hot and cold holding temperatures,G,-122.26836563,37.80238013
Lucky's,35820 Fremont Blvd,Hot and cold water available,G,-122.02388927,37.56666522
States Coffee And Bread,4008 Martin Luther King Jr Way,"Equipment, utensils and linens: storage and use",G,-122.26836397,37.829903200000004
Chapala Market,5415 International Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.20480734,37.76729914
Ee Home Cooking,43689 Mission Blvd,Nonfood-contact surfaces clean,G,-121.91849238,37.52637139
Mlk Cafe,3860 Martin Luther King Jr Way,Adequate handwashing facilities supplied & accessi,G,-122.26839749,37.82851859
New Grand Lake Market,3217 Grand Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.24798212,37.81236854
L'acajou,5020 Woodminster Ln 105,"Floors, walls and ceilings: built, maintained, and",G,-122.19710498,37.81142913
Oakland Coliseum West #121,7000 Coliseum Way,Equipment/Utensils - approved installed clean g,G,-122.20141371,37.7501469
Donlan Elementary School,4150 Dorman,"Equipment, utensils and linens: storage and use",G,-121.90687297,37.68466782
Newark Chevron,5502 Thornton Ave,Food contact surfaces: clean and sanitized,G,-122.02696265,37.54138738
Jin Sing,2068 35th Ave,Nonfood-contact surfaces clean,G,-122.21676157,37.78389576
Mission Coffee Roasting Co,151 Washington Blvd,Proper reheating procedures for hot holding,G,-121.92149786,37.5332283
Sunbeam Market,1400 Adeline St,"Equipment, utensils and linens: storage and use",G,-122.2860904,37.80960131
Rare Tea,5817 College Ave,Food storage food storage containers identified,Y,-122.25222185,37.84645451
Pho 99,34400 Fremont Blvd B,Nonfood-contact surfaces clean,G,-122.04019696,37.5756316
Gaylord's Caffe Espresso,4150 Piedmont Ave,Proper hot and cold holding temperatures,G,-122.25190786,37.82678224
Oak's Market Inc,10501 Foothill Blvd,Adequate handwashing facilities supplied & accessi,G,-122.15020983,37.74477206
Huntsberry Liquors,10151 Foothill Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.15422859,37.74493265
Cha Express,46164 Warm Springs Blvd 234,Time as a public health control procedures & reco,G,-121.93036622,37.49367081
Itani Ramen,1736 Telegraph Ave,Plumbing proper backflow devices,G,-122.27015618,37.807132
Bunbao,40839 Fremont Blvd,Proper cooling methods,G,-121.96183298,37.53439723
Amia Bakery,39095 Fremont Hub,Plan Review,G,-121.98748151,37.54560237
J's Ice Cream,6710 International Blvd,Equipment/Utensils - approved installed clean g,G,-122.19203429999999,37.76157212
Starbucks Coffee Co #625,1200 Clay St 58,"Toxic substances properly identified, stored, used",G,-122.27387273,37.80410317
Yamato Sushi Japanese Restaurant,2041 First St,Proper hot and cold holding temperatures,G,-121.77023586,37.68118451
Papaya Thai,6066 Mowry Ave,"Floors, walls and ceilings: built, maintained, and",Y,-122.0089655,37.52268969
Jack In The Box #402,36848 Fremont Blvd,"Proper eating, tasting, drinking or tobacco use",G,-122.01328228,37.56142856
St. Vartan Church,650 Spruce St,Hot and cold water available,G,-122.24050606,37.80538103
La Huasteca Chiquita,7673 Thornton Ave,"Floors, walls and ceilings: built, maintained, and",Y,-122.04367445,37.52826548
Safeway #1224,5877 Jarvis Ave,"No rodents, insects, birds, or animals",G,-122.04820619,37.55181138
Mago Restaurant,3762 Piedmont Ave,Demonstration of knowledge food manager certifica,G,-122.25549539,37.82406168
Livermore High School,600 Maple St,Premises personal/cleaning items vermin-proofing,G,-121.76213308,37.68071998
King Of Thai Noodle,34787 Ardenwood Blvd,"Food in good condition, safe and unadulterated",G,-122.05507434,37.55158339
Clove & Hoof,4001 Broadway,Proper hot and cold holding temperatures,G,-122.25682544,37.82785454
Uncle Willie's Original Bbq & Fish,614 14th St,Nonfood-contact surfaces clean,G,-122.27442896,37.80561531
Oasis,780 Main St #101,"Floors, walls and ceilings: built, maintained, and",G,-121.87423025,37.66410515
Coach Sushi,532 Grand Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.25048908,37.80882865
The N Zone,1707 Telegraph Ave,Proper hot and cold holding temperatures,G,-122.27000708,37.80794528
Best Western Plus Garden Court Inn,5400 Mowry Ave,Signs posted last inspection report available,G,-122.00011794,37.53223167
Shooting Star Cafe,1020-22 Webster St,"Equipment, utensils and linens: storage and use",Y,-122.27031947,37.80091619
The Habit Burger Grill,43830 Pacific Commons Blvd,Proper hot and cold holding temperatures,G,-121.97047140000002,37.50182585
Bottle Taps,3020 Bernal Ave 160,"Toilet facilities: properly constructed, supplied,",Y,-121.85780629,37.66961534
The Rehabilitation Center Of Oakland,210 40th St Way,Food contact surfaces: clean and sanitized,G,-122.25491094,37.82721061
Tasty Restaurant,5576 Newpark Mall Rd,Hands clean and properly washed gloves used prope,G,-122.00514324,37.52595081
Pucquio,5337 College Ave,"Food in good condition, safe and unadulterated",G,-122.25134231,37.83886296
Burger King #13284,1541 E 12th St,Equipment/Utensils - approved installed clean g,G,-122.29385733,37.80966497
Amorino Gelato Al Naturale,3658 Livermore Outlets Dr,Premises personal/cleaning items vermin-proofing,Y,-121.84137737,37.69867492
Jim's Country Style Restaurant,5400 Sunol Blvd 1,Signs posted last inspection report available,Y,-121.88040464,37.65045343
Kawa Sushi,2180 3rd St,Adequate handwashing facilities supplied & accessi,G,-121.76819438,37.68018076
Grand Lake Kitchen,2042 Macarthur Blvd,Equipment/Utensils - approved installed clean g,G,-122.21744844,37.80091904
Starbucks #47058,3013 Broadway St,Wiping cloths: properly used and stored,G,-122.26219929,37.81876442
Golden State Taqueria,4001 Santa Rita Rd 1a,Food storage food storage containers identified,G,-121.87495961,37.69763032
Afc Sushi @ Safeway Store #1931,46848 Mission Blvd,Food storage food storage containers identified,G,-121.92873461,37.49053577
Abyssinia Market,2525 Telegraph Ave,Equipment/Utensils - approved installed clean g,G,-122.26849015,37.81401966
Target-t328,7200 Amador Plaza Rd,"Floors, walls and ceilings: built, maintained, and",G,-121.92898128,37.70665049
Gum Kuo,3720 Fallon Rd,Adequate handwashing facilities supplied & accessi,G,-121.85172023,37.7039724
Lloyd's Donut Kitchen,5200 Mowry Ave #j,Hot and cold water available,G,-121.99927737,37.53353119
Madras Groceries,5438 Central Ave,Premises personal/cleaning items vermin-proofing,G,-122.01704371,37.53812268
Harrys Market,9002 Macarthur Blvd,Equipment/Utensils - approved installed clean g,G,-122.16123519,37.75529373
Starbucks #5286,35040 Newark Blvd,Nonfood-contact surfaces clean,G,-122.04873913,37.55020562
The Fat Lady,201 Washington St,"Food in good condition, safe and unadulterated",G,-122.27755726,37.79661037
Aloha Market,718 Webster St,Nonfood-contact surfaces clean,Y,-122.27123873,37.79890194
K.w. Good Luck Market,717 Webster St,"Floors, walls and ceilings: built, maintained, and",G,-122.27171563,37.798727299999996
Artisan Brewers Dba Drake's Dealership,2325 Broadway,"Compliance with variance, specialized process, & H",Y,-122.26589629,37.81284292
Haagen-dazs,3400 Livermore Outlets Dr A,Food contact surfaces: clean and sanitized,G,-121.84513198,37.69870179
Queen Holy Rosary College,43326 Mission Blvd,"Warewashing facilities: installed, maintained, use",G,-121.91690933,37.53409637
Subway Sandwiches & Salads,4380 Thornton Ave,Nonfood-contact surfaces clean,G,-122.01381285,37.55790474
Ming Lai Inc,377 8th St,"Floors, walls and ceilings: built, maintained, and",Y,-122.27197133,37.79921987
Monica's Livermore,2074 Second St,Adequate handwashing facilities supplied & accessi,G,-121.76948913,37.68061543
Wingstop,8450 Edgewater Dr #b,Plumbing proper backflow devices,G,-122.19778689,37.73767949
Romos Caffe,5395 Bancroft Ave,"Toilet facilities: properly constructed, supplied,",G,-122.20193266,37.77175888
Grafco Mini Mart,1309 Portola Ave,"Toxic substances properly identified, stored, used",G,-121.78305033,37.69466254
Cloudland Rice Noodle,39185 Cedar Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.00409552,37.52308601
Safeway Store #1931,46848 Mission Blvd,Nonfood-contact surfaces clean,G,-121.92873461,37.49053577
Pbo8 Indian Bistro And Bar,2417 First St,"Toilet facilities: properly constructed, supplied,",Y,-121.76680406,37.68299701
Victor's,661 E 12th St,Equipment/Utensils - approved installed clean g,G,-122.25312289,37.79357214
Pho Saigon City,4275 Rosewood Dr 21,Equipment/Utensils - approved installed clean g,G,-121.87419488,37.69947615
Korean Village,1807 Santa Rita Rd #f,"Warewashing facilities: installed, maintained, use",G,-121.87435761,37.67787020000001
Pizza Hut,40986 Fremont Blvd,Plumbing proper backflow devices,G,-121.96063299,37.53377847
85â°c Bakery Cafe,35201 Newark Blvd V,Wiping cloths: properly used and stored,G,-122.04754750000001,37.54798094
T & K Cafe,337 8th St,Food contact surfaces: clean and sanitized,Y,-122.27122802,37.79918776
Fat Fish Sushi,3657 Old Santa Rita Rd A,Proper hot and cold holding temperatures,Y,-121.87874807,37.69696791
Faisal Market,5754 Mowry School Rd,"Toxic substances properly identified, stored, used",G,-121.99191429999999,37.5202315
A Rebound Service Of Life's Awarene,361 105th Ave,"Toilet facilities: properly constructed, supplied,",G,-122.18059335,37.72937928
Sportspage,10440 Macarthur Blvd,"Food in good condition, safe and unadulterated",G,-122.15319434,37.74371401
7-eleven #33480,891 Airway Blvd,"Floors, walls and ceilings: built, maintained, and",G,-121.81724593,37.69949932
Papa Murphy's Take-n-bake,1991 Santa Rita Rd #e,"Toilet facilities: properly constructed, supplied,",G,-121.87472754,37.67893612
Coconut Hill Warehouse,46121 Warm Springs Blvd,Hot and cold water available,G,-121.93122788,37.49296773
The Double Standard,2424 Telegraph Ave,Signs posted last inspection report available,G,-122.26852233,37.81367091
Carl's Jr,5670 Thornton Ave,Hot and cold water available,G,-122.02720841,37.541044799999995
Yu Yu Chinese Restaurant,7465 Amador Valley Blvd,Adequate ventilation and lighting designated area,G,-121.92807341,37.70984526
La Farfalla,39055 Cedar Blvd 182,Food contact surfaces: clean and sanitized,G,-122.00791687,37.52313746
Oakland Thai Food Togo,5907 Foothill Blvd,Proper hot and cold holding temperatures,G,-122.19041998,37.77132386
Tian Yuan Co,711 Webster St,"Compliance with variance, specialized process, & H",G,-122.27183471,37.79897461
Tesla Ardenwood - Dumbarton Cafe,6800 Dumbarton Cir,Signs posted last inspection report available,G,-122.06141226,37.54780029
Subway Store #26140,43571 Mission Blvd #a-3,Equipment/Utensils - approved installed clean g,G,-121.91899211,37.52868087
Ichi Ramen,34360 Fremont Blvd,Food separated and protected,G,-122.04092363,37.57507052
Sushi Zone,4094 East Ave,"Equipment, utensils and linens: storage and use",G,-121.74770262,37.67993977
Golden Sand Harbor,7745 Amador Valley Blvd,"Equipment, utensils and linens: storage and use",G,-121.93417127,37.70719528
Baotea Cafe,6654 Koll Center Pkwy 318,Food contact surfaces: clean and sanitized,G,-121.89860690000002,37.65889322
Panda Express #480,2100 Portola Ave A,Proper hot and cold holding temperatures,G,-121.77351205,37.69173663
Complex Oakland (2nd Floor),420 14th St,Food contact surfaces: clean and sanitized,G,-122.27030244,37.80425592
Pizza Nation,4919 Telegraph Ave,Food contact surfaces: clean and sanitized,G,-122.26261274,37.83607675
Sammy Sushi,3016 Pacific Ave,Food contact surfaces: clean and sanitized,G,-121.75716123,37.6761646
T-4,3744 Fallon Rd,Wiping cloths: properly used and stored,Y,-121.85133905,37.704045
Maiwand Meat And Grocery,37235 Fremont Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.00864312,37.5590164
Arco Am/pm #00771,899 Rincon Ave,"Toxic substances properly identified, stored, used",G,-121.78347536,37.68124938
Ming's Garden,136 S Vasco Rd,Premises personal/cleaning items vermin-proofing,Y,-121.72148612,37.70444588
Srivenkatesh Bhavan,3180 Santa Rita Rd,Signs posted last inspection report available,G,-121.87741164,37.69177299
Daol Tofu,4301 Telegraph Ave,Equipment/Utensils - approved installed clean g,G,-122.26411853,37.83173231
"Xolo Taqueria, Llc",1916 Telegraph Ave,Wiping cloths: properly used and stored,G,-122.26978548,37.80877754
Garre Vineyard & Winery,7986 Tesla Rd,Adequate handwashing facilities supplied & accessi,G,-121.63587779999999,37.64381015
Emil Villa's Hickory Pit,3064 Pacific Ave,Permits Available,Y,-121.75695244,37.67616393
Burgerim,2086 Newpark Mall 1024,"Food in good condition, safe and unadulterated",G,-121.99967372,37.52488645
Dog Haus,43456 Boscell Rd,"Equipment, utensils and linens: storage and use",G,-121.97507392,37.50310693
C & C Liquor,43100 Sumter Ave,"Warewashing facilities: installed, maintained, use",G,-121.95453845,37.51868993
Blaze Pizza #1027,43831 Pacific Commons Blvd,Nonfood-contact surfaces clean,G,-121.97030112,37.50140225
Ratto's Market,821 Washington St,"Toxic substances properly identified, stored, used",G,-122.27491359,37.80086743
Judy's Burger,2691 Fruitvale Ave,"Food in good condition, safe and unadulterated",R,-122.22014009,37.79038578
Gourmet Choice,1515 Clay St #200,Permits Available,G,-122.27309989,37.80610796
Seoul Tofu House,6050 Mowry Ave,Proper hot and cold holding temperatures,Y,-122.00893435,37.52276336
Bijan Restaurant,39935 Mission Blvd,"Warewashing facilities: installed, maintained, use",G,-121.95172107,37.55735479
I Pho,46825 Warm Springs Blvd,"Floors, walls and ceilings: built, maintained, and",G,-121.92900596,37.48906428
Bruno's Italian Cuisine,2133 First St,Proper hot and cold holding temperatures,G,-121.76959982,37.68137455
7-eleven #33005,245 S Vasco Rd,Premises personal/cleaning items vermin-proofing,G,-121.72130986,37.70407869
Gogi Time,2600 Telegraph Ave #b,"Floors, walls and ceilings: built, maintained, and",G,-122.26761032,37.81562064
Biryani Tika Kabab,328 14th St,Garbage and refuse properly disposed facilities m,G,-122.26873316,37.80337802
Oak Grove Gate 9,1 Airport Dr 48,Plan Review,G,-122.20122240000002,37.72288105
Safeway #2856,6790 Bernal Ave,"Floors, walls and ceilings: built, maintained, and",G,-121.89944912,37.65611137
Mountain Mike's Pizza,1129 Catalina Dr,Premises personal/cleaning items vermin-proofing,G,-121.78167546,37.6629168
Ishanghai Delight Restaurant,6016 Stevenson Blvd,"Floors, walls and ceilings: built, maintained, and",G,-121.99657648,37.50741987
Miga Korean Restaurant,39033 State St,Demonstration of knowledge food manager certifica,G,-121.98514735,37.55033302
Warm Springs 76 Corner Market,47011 Warm Springs Blvd,Hot and cold water available,G,-121.92811954,37.48658365
The Grill At Poppy Ridge,4280 Greenville Rd,Proper hot and cold holding temperatures,G,-121.69666315,37.66780769
7-eleven Food Store #14195,5724 Thornton Ave #a,Equipment/Utensils - approved installed clean g,G,-122.02801092,37.54009928
Blue Fox Indian Cuisine,5681 Gibraltar Dr,Adequate handwashing facilities supplied & accessi,G,-121.89055972,37.69011976
United Nation Child Dev Center,1025 4th Ave,Signs posted last inspection report available,G,-122.25644992,37.79525243
Orlando Market,2940 Linden St,"Floors, walls and ceilings: built, maintained, and",G,-122.27952895,37.82135694
Hub925,5341 Owens Ct,"Equipment, utensils and linens: storage and use",G,-121.90557146,37.70049055
Rajwadi Thali Chaat And Sweets,3352 Mowry Ave,Plan Review,G,-121.98487639999999,37.55238144
Palm Event Center,1184 Vineyard Ave,Food storage food storage containers identified,G,-121.81465412,37.6554217
Xushi Bento House,4247 Rosewood Dr #17,Thermometers provided and accurate,Y,-121.87573564,37.69877308
Our Family Style Foods And Services,3281 Seldon Ct,Adequate ventilation and lighting designated area,G,-121.9463892,37.518845500000005
Chaat Cafe,3954 Mowry Ave,Signs posted last inspection report available,G,-121.9868945,37.54894997
Mcdonald's/ Wal-mart,40580 Albrae St,"Floors, walls and ceilings: built, maintained, and",G,-121.98452699,37.52007382
Mariscos El Tata Alestilo Sinaloa,10555 International Blvd,Proper hot and cold holding temperatures,G,-122.16662227,37.73908574
Pastas Trattoria,405 Main St,Food storage food storage containers identified,G,-121.87633423,37.6596439
Manila Turo Turo,3900 Lake Arrowhead Ave,Adequate ventilation and lighting designated area,G,-122.05942481,37.58665281
Mountain Mike's Pizza,2042 Mountain Blvd,Person in charge present and performs duties,Y,-122.20962782,37.82685711
The Posh Bagel,4037 Piedmont Ave,Wiping cloths: properly used and stored,G,-122.25299893,37.82599312
Mockingbird,416 13th St,Food storage food storage containers identified,G,-122.27105313,37.80343728
Arco Am Pm,3310 Park Blvd,Equipment/Utensils - approved installed clean g,R,-122.23474261,37.80309982
Flipper's Gourmet Burgers,2060 Mountain Blvd #c,Demonstration of knowledge food manager certifica,Y,-122.21054076,37.82820055
Lg Supermarket,325 10th St,Hands clean and properly washed gloves used prope,Y,-122.26962619,37.8002697
Sapore Messo Foods,37643 Niles Blvd,Plan Review,G,-121.97780086,37.57634116
Primo,4730 International Blvd,Premises personal/cleaning items vermin-proofing,G,-122.21121562,37.77064694
Mountain Mike's Pizza,8951 San Ramon Rd,Equipment/Utensils - approved installed clean g,G,-121.94218677,37.72233516
Mawra Halal Market,2956 Telegraph Ave,Sewage and wastewater properly disposed,G,-122.26706555,37.81943629999999
Ken Betts Redwood Chevron,4150 Redwood Rd,Signs posted last inspection report available,G,-122.18297423,37.79725351
Asmara Restaurant & Bar,5020 Telegraph Ave,Thermometers provided and accurate,Y,-122.26259683,37.83602195
Big G Burger,333 17th St,"Floors, walls and ceilings: built, maintained, and",Y,-122.26744178,37.80573623
Peet's Coffee & Tea Gate 9,1 Airport Dr,Adequate handwashing facilities supplied & accessi,G,-122.20120923,37.72287609
New Venus Cafe,6267 Jarvis Ave,Plumbing proper backflow devices,G,-122.05139080000001,37.54797606
7-eleven Food Store #32734,2222 Las Positas Rd,"Toilet facilities: properly constructed, supplied,",G,-121.77176176,37.6979356
Level 13,341 13th St,"No rodents, insects, birds, or animals",Y,-122.26903559,37.80235174
Sprouts Farmers Market #268,3900 Mowry Ave,Equipment/Utensils - approved installed clean g,G,-121.98681665,37.54907902
Sushi Tango,4193 Cushing Pkwy,"Toxic substances properly identified, stored, used",G,-121.95032347,37.49088096
Mcdonald's #23467,7300 Bancroft Ave,Equipment/Utensils - approved installed clean g,G,-122.17650328,37.76566133
Chong Long Market,279 8th St,"Floors, walls and ceilings: built, maintained, and",G,-122.26989981,37.79836073
Taqueria Don Chepe,929 Main St B,"Toilet facilities: properly constructed, supplied,",G,-121.87395076,37.66620324
Graham School,36270 Cherry St,Food contact surfaces: clean and sanitized,G,-122.04130818,37.53924179
Gum Wah Restaurant,345 8th St,"Toxic substances properly identified, stored, used",R,-122.27133185,37.79922843
Lucky # 736,247 E 18th St,"No rodents, insects, birds, or animals",Y,-122.2527621,37.79996957
Aloft Hotel,4075 Grafton St,Premises personal/cleaning items vermin-proofing,G,-121.86480292,37.70346201
Tandoori-n-curry,40559 Fremont Blvd,Food contact surfaces: clean and sanitized,Y,-121.96518793,37.53504353
